TeamId,TeamName,SubmissionDate,Score
6967675,paooon37,"2021-06-21 14:40:25",0.464
6847494,teoem2k,"2021-06-22 02:56:38",0.464
6911142,"Hengw Dai","2021-06-22 09:19:39",0.464
6841716,"bronze medal","2021-06-23 03:56:39",0.464
6930063,"Ivan Ilinykh","2021-06-23 12:03:02",0.464
6743538,"Lawrence Tan","2021-06-23 01:01:39",0.464
6916767,"Manuel Campos","2021-06-24 09:46:53",0.464
6736476,"Looking For a Team!","2021-06-11 17:46:19",0.464
6755643,"NAM LE","2021-06-24 12:49:38",0.464
6896438,"Mathis Lucka","2021-06-22 05:16:12",0.464
6748890,"Luan Nguyen","2021-06-16 01:33:31",0.464
6911103,"Trying to read","2021-06-22 01:59:13",0.464
6966173,B0721117,"2021-06-22 06:42:55",0.465
6915165,ALEX,"2021-06-08 07:53:37",0.465
6759026,致Great,"2021-06-09 04:33:25",0.465
6852025,"cpptake nishipy","2021-06-22 14:52:37",0.465
6911145,Zonipy,"2021-06-15 19:53:20",0.465
6985230,sosimple,"2021-06-23 06:28:37",0.465
6912255,ONODERA,"2021-06-11 02:13:41",0.465
6758729,turtle,"2021-06-13 04:10:21",0.465
6769835,"Pradeep Boopathy","2021-06-19 08:29:42",0.465
6844170,"Too hard to read","2021-06-15 14:42:29",0.465
6982856,B0721111,"2021-06-21 17:06:54",0.465
6991142,B0721226,"2021-06-21 18:37:34",0.465
6957717,B0721124,"2021-06-22 05:26:36",0.465
6878476,"Sidney Ng","2021-06-22 09:43:01",0.465
6997195,"Chanran Kim","2021-06-23 07:28:58",0.465
6927199,B0721222,"2021-06-23 13:15:26",0.465
6740067,Elahi,"2021-06-20 10:12:56",0.465
6874434,RakshithAcharya,"2021-06-14 08:40:32",0.465
6852559,Aayush987,"2021-06-14 06:40:53",0.465
6734771,"I am in this alone","2021-06-23 11:15:28",0.465
6735312,"Ryan Barretto","2021-06-23 22:36:50",0.465
6754471,"Alexander  Larko","2021-06-22 13:14:08",0.465
6864034,ma_sherlock,"2021-06-17 09:13:13",0.465
6752086,Bamboo,"2021-06-15 07:48:15",0.465
6745690,Param1,"2021-06-14 09:28:59",0.465
6790061,"ADITI MAURYA","2021-06-19 18:25:11",0.465
6758967,YipengHan,"2021-06-14 03:54:28",0.465
6912039,"Ilin Pavel","2021-06-13 20:30:39",0.465
6941756,CMC,"2021-06-13 10:12:56",0.465
6736549,DanceRhythm,"2021-06-13 02:08:39",0.465
6738915,四年级小学生,"2021-06-14 21:08:04",0.465
6937077,"Xiaoyan Huang0187","2021-06-15 09:59:28",0.465
6944222,"Ruslan Vasilev","2021-06-14 12:51:51",0.465
6941613,HK,"2021-06-13 00:49:29",0.465
6938873,DevinLiuzixuan,"2021-06-10 12:15:14",0.465
6926457,bob2,"2021-06-13 15:00:34",0.465
6753301,"Harshita Choudhary 12","2021-06-10 13:16:57",0.465
6939273,wangkainan,"2021-06-12 03:56:29",0.465
6749655,"S. Tomizawa","2021-06-23 14:54:22",0.465
6841402,PantsOfLuck,"2021-06-10 14:33:26",0.465
6737016,Panjtan,"2021-06-10 14:46:17",0.465
6939770,"Guo Leidaaaaa","2021-06-10 14:53:54",0.465
6928184,"Pika Leshan","2021-06-10 15:38:51",0.465
6816418,godloveme,"2021-06-17 08:44:26",0.465
6736520,MahirKukreja,"2021-06-10 20:20:13",0.465
6867273,"Mekhdi Gakhramanian","2021-06-10 21:01:39",0.465
6764692,KTakuya,"2021-06-20 10:29:19",0.465
6734006,"Dmitrii Veselov","2021-06-10 23:58:42",0.465
6881924,"Somya Khosla","2021-06-11 00:29:40",0.465
6758787,Panda,"2021-06-17 14:23:48",0.465
6892218,"Catch Bat","2021-06-11 01:13:36",0.465
6937045,sherryw0731,"2021-06-11 01:26:06",0.465
6824699,"Gura nyan~","2021-06-11 01:50:52",0.465
6923431,procyon,"2021-06-11 02:34:59",0.465
6777226,"Dongsheng Zhu","2021-06-11 04:53:53",0.465
6930589,Biographer,"2021-06-11 05:10:48",0.465
6755073,Manav,"2021-06-11 06:33:44",0.465
6796234,Andrij,"2021-06-11 08:22:08",0.465
6741882,"Adeyinka Michael Sotunde","2021-06-11 08:22:46",0.465
6740448,www.mljc.it,"2021-06-17 08:03:48",0.465
6767489,mn2019,"2021-06-14 08:07:01",0.465
6854560,"PetAngel? Team","2021-06-11 14:51:06",0.465
6885479,"Vicens Gaitan","2021-06-16 17:56:56",0.465
6746144,Bagaceira,"2021-06-14 18:07:23",0.465
6863952,"Kaloyan Ivanov","2021-06-13 16:26:57",0.465
6736372,"Haiyun Hu","2021-06-21 04:17:32",0.465
6854241,"Long Lê","2021-06-12 04:37:33",0.465
6736415,"Ayman Khalafallah","2021-06-12 05:34:18",0.465
6913866,"Oh, Elden Ring","2021-06-21 03:10:20",0.465
6739031,Noko,"2021-06-12 07:35:29",0.465
6851568,"souhei omagari","2021-06-24 10:46:55",0.465
6736383,stc0d3r,"2021-06-23 09:27:05",0.465
6768794,Ag,"2021-06-12 10:58:26",0.465
6733919,TNT,"2021-06-12 11:49:11",0.465
6765688,shoji,"2021-06-12 13:48:10",0.465
6920272,yamada,"2021-06-22 17:43:22",0.465
6879123,Shuichi.Kawahara,"2021-06-13 01:44:40",0.465
6905969,ZhexinJiang,"2021-06-15 12:07:49",0.465
6778513,"Shivam Johri","2021-06-13 11:33:59",0.465
6785846,"Chetan Borse","2021-06-14 17:53:55",0.465
6738651,"Akira Hirohashi","2021-06-13 12:12:18",0.465
6884417,"tensor choko","2021-06-23 01:24:31",0.465
6789684,"Yeesha Wu","2021-06-13 14:00:25",0.465
6953494,"Y M001","2021-06-13 15:12:30",0.465
6780076,"Vitor Bianchi Lanzetta","2021-06-13 14:45:07",0.465
6764296,ontheroad_2021,"2021-06-13 16:31:50",0.465
6737496,Finn_Wang,"2021-06-13 21:51:50",0.465
6896842,"ali ghasemi","2021-06-13 19:57:07",0.465
6773027,an3hv_mty,"2021-06-14 00:22:14",0.465
6824916,"Binh Nguyen","2021-06-14 01:59:03",0.465
6738600,LitBerta,"2021-06-14 02:36:20",0.465
6792606,"shobhit upadhyaya","2021-06-22 11:58:39",0.465
6744556,ahmadasadi00,"2021-06-14 11:12:49",0.465
6887639,"Tree doggy","2021-06-14 12:12:08",0.465
6958216,G.E.B.,"2021-06-19 19:59:18",0.465
6751946,van73,"2021-06-14 15:22:26",0.465
6868992,gusevski,"2021-06-14 19:44:16",0.465
6781094,"Rischan Mafrur","2021-06-15 03:42:29",0.465
6961123,B0721217,"2021-06-15 07:42:44",0.465
6734489,"Hung Khoi","2021-06-24 11:49:08",0.465
6845799,AnkitRai2203,"2021-06-16 06:13:47",0.465
6847710,"Pan Yang","2021-06-15 14:13:55",0.465
6735449,"Alex Abramov","2021-06-15 22:20:43",0.465
6735345,Morush,"2021-06-15 17:59:21",0.465
6784949,"Mohsen Yazdinejad","2021-06-15 09:35:46",0.465
6881253,"Definitely Overfit","2021-06-19 18:51:46",0.465
6949979,"Frank Pang","2021-06-15 21:23:47",0.465
6750652,"Ray Zhao","2021-06-22 16:40:37",0.465
6828429,CHA-C=eps,"2021-06-21 14:28:00",0.465
6986096,Lexiaohan,"2021-06-21 14:34:44",0.465
6738948,"Artyom Makhin","2021-06-12 12:48:36",0.465
6831002,"Sergey Zlobin","2021-06-24 10:44:47",0.466
6736645,sejoong.kim,"2021-06-03 03:37:43",0.466
6769512,takuoko,"2021-06-24 09:48:57",0.466
6758700,"Paulo Pinto","2021-06-18 04:10:55",0.466
6933782,dogdandan,"2021-06-16 16:08:10",0.466
6967814,"Ying Huang123","2021-06-21 00:44:14",0.466
6980047,"Prem Chotepanit","2021-06-23 13:48:42",0.466
6776230,"Hi F","2021-06-14 01:00:37",0.466
6930522,"HinePo & John","2021-06-24 06:51:04",0.466
6753271,SinanKefeli,"2021-06-08 05:15:35",0.466
6868136,tom,"2021-06-18 01:18:06",0.466
6962740,b0721148,"2021-06-22 04:39:18",0.466
6894612,"YASH SINHA","2021-06-15 16:33:24",0.466
6734886,"Abid Ali Awan","2021-06-16 04:22:00",0.466
6879348,CastaChick,"2021-06-20 15:13:08",0.466
6910636,Mr.K,"2021-06-16 13:35:52",0.466
6746657,"Puneeth Saladi","2021-06-24 06:09:13",0.466
6742122,"Rafael Gomes","2021-06-20 13:55:35",0.466
6858413,"Manh Nguyen","2021-06-17 02:29:28",0.466
6971740,"Fredy Chen","2021-06-17 03:36:04",0.466
6806389,nuka137,"2021-06-17 11:39:42",0.466
6967134,Anthgt,"2021-06-22 09:01:44",0.466
6774111,"Hoang N. Suong","2021-06-17 18:45:44",0.466
6894264,loner49th,"2021-06-21 13:05:03",0.466
6976095,"Snehaan Bhawal","2021-06-17 22:44:44",0.466
6829141,lcy19991113,"2021-06-18 02:26:50",0.466
6951155,bacy111,"2021-06-21 12:53:53",0.466
6927156,B0721219,"2021-06-21 16:27:44",0.466
6973233,luismriq,"2021-06-21 01:43:20",0.466
6796469,HayatoIS,"2021-06-18 14:40:04",0.466
6773469,"Patrick Chan","2021-06-19 04:50:04",0.466
6972001,B0721212,"2021-06-19 07:03:20",0.466
6776712,AbhilashVJ,"2021-06-19 15:28:47",0.466
6990279,B0721121,"2021-06-21 16:05:38",0.466
6990814,B0721227,"2021-06-21 17:29:30",0.466
6991080,B0721247,"2021-06-21 18:03:41",0.466
6830711,Jiekie,"2021-06-21 18:24:46",0.466
6835912,"Priyanshu Lodha","2021-06-22 03:28:12",0.466
6950886,"Azamat Kanametov","2021-06-22 08:01:23",0.466
6903373,r-love-ution,"2021-06-24 09:20:28",0.466
6876368,hiro2,"2021-06-23 14:24:32",0.466
6999928,chenkeming,"2021-06-24 04:02:15",0.466
6812072,RZ,"2021-06-24 10:04:01",0.466
6750327,Arlo-HT,"2021-06-16 05:37:52",0.466
6947130,"Maxim Anikeev","2021-06-16 14:50:51",0.466
6934314,"Abhijith A","2021-06-24 11:04:04",0.466
6755768,jayjay,"2021-06-12 07:55:55",0.466
6734582,"Housuke & Tri","2021-06-24 05:53:51",0.466
6864127,"Renjith R Kartha","2021-06-24 08:02:17",0.466
6812656,RichardRichard,"2021-06-09 06:00:56",0.466
6761462,"Manav Dhamani","2021-06-19 06:45:38",0.466
6740052,yoyo,"2021-06-24 00:22:09",0.466
6739599,mst8823,"2021-06-24 11:13:20",0.466
6860277,payanotty,"2021-06-22 15:54:30",0.466
6967462,llhy,"2021-06-21 14:01:33",0.466
6739343,senkin13,"2021-05-22 15:32:30",0.466
6739715,"Gabriel Tardochi Salles","2021-06-06 15:36:14",0.466
6739764,Yiemon773,"2021-06-11 03:10:53",0.466
6760517,MasterNoodleMaker,"2021-06-15 07:41:17",0.466
6885146,qweiop77,"2021-06-23 18:49:37",0.466
6839206,"Ordinary Student","2021-06-19 13:29:57",0.466
6738112,"kirill levenets","2021-06-21 05:39:29",0.466
6901149,"Sachin S H","2021-06-19 16:35:24",0.467
6738972,"Maksim Kleshchenok","2021-06-20 16:35:07",0.467
6734519,"Med Student on board","2021-06-10 06:02:19",0.467
6989679,B0721213,"2021-06-21 12:18:43",0.467
6986745,B0721115,"2021-06-21 14:05:51",0.467
6982301,sinyamada,"2021-06-19 12:54:44",0.467
6927478,prateek,"2021-06-19 15:52:24",0.467
6971938,B0721103,"2021-06-20 04:14:49",0.467
6939459,llllshaw,"2021-06-19 23:50:29",0.467
6740673,Satoshi_SsSs,"2021-06-20 03:01:46",0.467
6953292,Yubo,"2021-06-24 01:55:21",0.467
6987668,yamayuki,"2021-06-21 00:10:07",0.467
6789427,yanzihan1,"2021-06-21 11:47:47",0.467
6929045,B0721233,"2021-06-21 11:18:41",0.467
6990324,B0721119,"2021-06-21 14:21:50",0.467
6745877,"Antonin Serhii","2021-06-24 12:33:45",0.467
6881736,"Rafal Jankowski","2021-06-20 20:18:33",0.467
6750616,Orientis.ai,"2021-06-17 16:07:38",0.467
6784819,Sho123,"2021-06-21 09:39:01",0.467
6743883,Vineeth,"2021-06-21 15:27:54",0.467
6744704,"Yoshihiro Nishizono","2021-06-09 16:05:45",0.467
6755408,"Zili Wang","2021-06-21 05:16:34",0.467
6736087,Hervind,"2021-06-18 20:21:49",0.467
6772676,johannes,"2021-06-23 18:26:53",0.467
6865369,note,"2021-06-22 06:19:30",0.467
6755341,toxu,"2021-06-24 11:44:37",0.467
6805879,"Lev Tolstoy","2021-06-19 18:06:24",0.467
6880201,"Joe Gogogo","2021-05-29 13:59:15",0.467
6736451,horohoro,"2021-05-29 09:09:05",0.467
6740627,Clevert,"2021-06-14 10:14:43",0.467
6804073,Wasted,"2021-06-02 16:37:12",0.468
6751645,nlp_beasts,"2021-06-21 20:43:22",0.468
6742151,"Salim Shaikh","2021-06-11 19:04:54",0.468
6802175,"Louis Amaudruz","2021-06-16 13:51:10",0.468
6864993,"Ken Konishi","2021-06-23 11:11:50",0.468
6736443,rokiso,"2021-06-11 05:54:19",0.468
6770870,hoge,"2021-06-14 12:22:49",0.468
6832162,"Farrell Meng","2021-06-04 10:06:36",0.468
6739628,noidea,"2021-06-20 15:57:38",0.468
6754199,"kazu _02","2021-06-24 04:08:35",0.468
6754435,MaXXX,"2021-06-11 01:05:04",0.468
6958366,sahanandrii,"2021-06-14 17:12:47",0.468
6857784,Tomoko,"2021-06-10 07:22:32",0.468
6816347,rotto,"2021-06-23 02:49:23",0.468
6753222,"Clear n' Simple","2021-06-06 18:17:23",0.468
6929438,dsohonosom,"2021-06-23 14:36:40",0.468
6819133,andretugan,"2021-06-21 20:17:23",0.468
6803035,Rockets,"2021-06-21 23:18:30",0.468
6739107,mao-stack,"2021-06-02 05:49:51",0.468
6774317,"Fares Sayah","2021-06-03 05:22:58",0.468
6750151,"Chen Ruibo","2021-06-03 08:44:05",0.468
6783909,Kosttcev,"2021-06-09 19:37:07",0.468
6830929,Foxandr,"2021-06-03 09:48:03",0.468
6748700,cold_star,"2021-06-03 12:21:52",0.468
6751653,敏而好学，不耻下问,"2021-06-17 13:54:48",0.468
6894319,salvatore,"2021-06-06 03:08:20",0.468
6906602,orestis,"2021-06-03 15:25:29",0.468
6736534,vlorenzo,"2021-06-03 15:33:57",0.468
6764738,"Ivan Furs","2021-06-03 18:21:02",0.468
6763385,"Mukharbek Organokov","2021-06-04 01:43:04",0.468
6771779,Vee,"2021-06-04 03:08:50",0.468
6738267,"Trinh Quoc Anh","2021-06-04 05:37:13",0.468
6908741,GENZITSU,"2021-06-04 06:32:15",0.468
6735985,"soya matsushita","2021-06-04 11:17:11",0.468
6890450,Duck_off,"2021-06-05 18:11:46",0.468
6735560,"Tensor 🧘‍♂️","2021-06-04 20:57:30",0.468
6858804,trimannu,"2021-06-05 07:16:04",0.468
6770799,"RAHUL SINGH INDA","2021-06-05 08:47:33",0.468
6734875,"Atharva Ingle","2021-06-05 12:41:45",0.468
6861289,white,"2021-06-06 03:24:03",0.468
6885824,PineapplePencil,"2021-06-06 05:26:37",0.468
6735430,BIZEN,"2021-06-06 05:38:00",0.468
6915881,bilzard,"2021-06-06 08:58:29",0.468
6918215,JunnianCao,"2021-06-06 09:20:44",0.468
6739826,kagglul,"2021-06-08 23:33:27",0.468
6800377,"Teman Alya","2021-06-06 11:59:08",0.468
6828294,Sh1r0,"2021-06-24 11:20:18",0.468
6742139,"Germano Yoneda","2021-06-06 20:15:38",0.468
6900216,"Haoqi Zhu","2021-06-07 05:35:22",0.468
6850151,omochi,"2021-06-10 10:35:58",0.468
6757663,H.JIMBEAN,"2021-06-24 10:48:11",0.468
6899083,redcomet97,"2021-06-09 14:06:48",0.468
6780860,"Saketh Sabbana","2021-06-08 13:00:35",0.468
6850737,Thofa,"2021-06-24 11:44:34",0.468
6757407,"The AI Land","2021-06-11 01:10:46",0.468
6839313,Guan_Yuhang,"2021-06-09 02:47:19",0.468
6735146,"Sinan Calisir","2021-06-09 07:19:36",0.468
6759564,pichenguang,"2021-06-23 20:17:32",0.468
6904835,Yasser,"2021-06-09 11:09:52",0.468
6738276,"Darko Androcec","2021-06-09 14:23:47",0.468
6933052,"Nikolay Romanenkov","2021-06-10 14:03:25",0.468
6934564,"Niranjan Singh","2021-06-09 13:10:48",0.468
6935234,Rajesh,"2021-06-09 15:51:15",0.468
6821143,Yamadaikon,"2021-06-09 17:26:31",0.468
6778174,Mars,"2021-06-09 18:18:02",0.468
6914925,koro_nuka,"2021-06-09 23:59:25",0.468
6936665,yeming,"2021-06-10 01:11:28",0.468
6849722,drrd,"2021-06-10 10:07:54",0.468
6938591,AQUA,"2021-06-17 08:01:24",0.468
6938585,JustATest,"2021-06-10 11:09:02",0.468
6743779,sea21,"2021-06-11 14:04:28",0.468
6746232,navneeth,"2021-06-11 04:18:11",0.468
6878162,uiiikyra,"2021-06-11 14:30:09",0.468
6805005,"Niranjan Nakkala","2021-06-13 00:11:07",0.468
6866613,kyotam,"2021-06-21 16:05:54",0.468
6796518,arise-kaggle,"2021-06-22 15:55:53",0.468
6929983,"Kulaphong J.","2021-06-14 14:43:14",0.468
6777159,yucca,"2021-06-15 02:08:27",0.468
6893199,"Patchouli Knowledge","2021-06-15 09:56:49",0.468
6768517,PavanKalyan,"2021-06-18 12:44:49",0.468
6777075,liuze,"2021-06-20 07:46:02",0.468
6741505,cyberia,"2021-06-20 19:56:41",0.468
6830365,Krilin,"2021-06-20 12:51:29",0.468
6983482,B0721116,"2021-06-21 13:50:12",0.468
6741274,YTEP,"2021-06-22 08:39:12",0.468
6908353,Aquin,"2021-06-23 03:22:26",0.468
6997942,"PLEASE GET VACCINATED","2021-06-23 07:37:51",0.468
6998369,kuroko1t,"2021-06-23 09:13:00",0.468
6992362,alboto,"2021-06-23 11:40:54",0.468
6768314,"Vikas Kumar","2021-06-23 20:05:30",0.468
6744151,"Sherkhan Azimov","2021-06-23 13:24:12",0.468
6950538,rp_prodan,"2021-06-24 05:58:17",0.468
6974218,ICDAT_wang,"2021-06-24 11:14:26",0.468
6747410,ishtos,"2021-06-24 10:05:10",0.468
6733972,Sugawarya,"2021-06-03 17:07:00",0.468
6780944,narsil,"2021-06-01 15:48:22",0.468
6782297,"Clown car of Transformers","2021-06-20 14:08:25",0.468
6766557,"Epochs of Fury","2021-06-08 13:06:36",0.469
6771712,"Sergey Zhitansky","2021-06-05 14:34:46",0.469
6746592,Mahesh,"2021-06-04 09:27:47",0.469
6901828,Giray,"2021-06-02 17:18:20",0.469
6738302,"Jinhang Jiang","2021-05-30 01:25:57",0.469
6865970,kayakan,"2021-06-01 14:02:33",0.469
6877616,SH.S.A,"2021-05-28 22:24:13",0.469
6736357,"Lorem ipsum","2021-05-29 03:17:04",0.469
6746682,"Ankur Singh","2021-05-29 06:39:02",0.469
6786667,onepercentbetter,"2021-05-29 06:54:03",0.469
6875517,AlexGaivoronskii,"2021-05-29 11:50:18",0.469
6869206,"Anupam Shandilya","2021-06-06 20:50:05",0.469
6879422,"Yoshikai Shouta","2021-05-29 09:21:42",0.469
6769878,"Alexey Filimonov","2021-05-29 10:59:01",0.469
6879627,redand,"2021-05-29 10:22:56",0.469
6746164,"Kauvin Lucas","2021-06-06 01:28:21",0.469
6870804,"John Nesbit","2021-06-07 13:28:39",0.469
6736183,"Debarshi Chanda","2021-05-29 23:45:20",0.469
6882170,thisis4U,"2021-05-30 02:20:33",0.469
6736254,FantasticsX,"2021-05-30 07:47:41",0.469
6807149,beginners,"2021-06-09 03:44:42",0.469
6762768,Givan,"2021-05-30 12:34:00",0.469
6884114,mattsu2020,"2021-05-30 13:07:48",0.469
